aspect term	polarity	text	category
;null	 negative	Oh and if thats not bad enough it doesn't come with a recovery cd so you can make one if you know how to or buy one if you buy it the cost is $25 for two cds.	 laptop
;null	 negative	the whole experiece is horrible so save up and buy a better laptop.	 laptop
;null	 negative	I bought a HP Pavilion DV4-1222nr laptop and have had so many problems with the computer.	 laptop
;null	 negative	The computer is so slow, even after paying staples the extra money to speed it up.	 laptop
;null	 negative	They said it was a computer error on this type of computer.	 laptop
;null	 negative	Also, I have alot of trouble with it getting very hot, and not even sitting on anything to make it hot.	 laptop
;null	 negative	When the computer has been on for several minutes, it will occasionaly just go off by itself.	 laptop
;battery	 negative	Also, the battery does not last very long at all.	 battery
;product	 negative	I would recommend not buying this product.	 laptop
;null	 negative	I have had no luck with staples or HP to resolve this problem.	 service
;null	 negative	I am stuck with a laptop that I cannot do very much with.	 laptop
;null	 negative	Also, I have had alot of trouble with the keys sticking and will not type correctly.	 keyboard
;null	 negative	Also, I have had alot of trouble with the shift key to go to other lines.	 keyboard
;use;work	 negative negative	It gets stuck all of the time you use it, and you have to keep tapping on it to get it to work.	 keyboard keyboard
;screen	 negative	Sometimes the screen even goes black on this computer.	 display
;hp	 negative	Will probably never buy a HP again.	 laptop
;lap top;lap top	 negative negative	Purchased a Toshiba Lap top it worked good until just after the warrenty went out.	 laptop laptop
;hard drive;null	 negative negative	After the warrenty expired the hard drive went bad and it would have cost more to fix then to replace.	 harddisk service
;null	 negative	I hate it.	 laptop
;null	 negative	I have had the luxury (sarcasm) of owning 2 of these laptops.	 laptop
;null	 negative	The first fell apart right after the 1-year-warranty.	 laptop
;null	 negative	During that time, I had to send it back 3 times.	 laptop
;null;null;null	 negative negative negative	I paid about 18000 for this laptop because of all the bells and whistles and it kept crapping out on me.	 laptop laptop price
;techs	 negative	None of the techs at HP knew what they were doing.	 service
;null	 negative	They would repair one thing, send it back and it would still have the same problem.	 service
;processor;fan;motherboard	 negative negative negative	The processor went on me, the fan went and the motherboard went.	 processor laptop hardware
;null;null	 negative negative	I wanted to purchase the extended warranty and they refused, because they knew it was trouble.	 service laptop
;null	 negative	I had something else go wrong and they said it had to be in good working order to be able to buy the warranty.	 service
;warranty	 neutral	I took it to friend who temporarily fixed it and I finally paid about 1500 for the extended warranty.	 service
;null	 negative	I sent it back AND THEY LOST IT.	 service
;null	 negative	I waited and waited and no laptop.	 service
;null	 negative	Finally after months of research the discovered that they mailed it to a Walmart and there probably would be no way to find the box.	 service
;null	 negative	"I waited another month for approval and for them to ""BUILD"" me a new laptop."	 service
;null	 negative	Here we are another year later and the computer is doing the same thing.	 service
;null	 negative	HP didn't fix it.	 service
;null	 negative	I swear they design these things to go to crap after a year so you are stuck and have to buy a new one.	 laptop
;connect quality	 negative	in 5 months the connect quality got worse and worse.	 laptop
;null	 negative	1st time they got it working the next 5 month they had me send it in.	 service
;null	 negative	returned it.	 laptop
;null	 negative	5 months dead again.	 laptop
;warranty	 negative	They say sorry out of warranty.	 service
;warranty	 negative	Summary: They played games with me for the warranty period.	 service
;null	 negative	Now 17 months later they want (would not say exact amount) $165.00 to $400 to fix the machine.	 service
;null	 negative	They had me send in the machine last April returned it to me in May with no documentation on what was done it anything.	 service
;connection card;warranty	 negative negative	Now the machine won't connect and Toshiba says that they did replace the connection card in May but they only warranty the repair for 30 days and now I'm out of warranty even though this has been a constant 5 month occurance since I bought the netbook.	 laptop service
;toshiba	 negative	So buyer beware when buying Toshiba	 laptop
;null;null	 positive negative	They are wonderful, but very dangerous when it comes to emitting heat.	 laptop laptop
;null	 negative	I burned my leg, after lifting it from my desk, and for less than 5 second putting it on my lap to clean my coffee table, so I can place it there.	 laptop
;null	 negative	I had to call Apple 19 times (each time 40 to 75 minutes on the phone), and take it to their store for evaluations, and diagnostics, 5 times.	 service
;null	 negative	For my burn thigh which has put a permanent mark on my skin (it happened 7 months ago) they offered me an ITouch 8Gig (you know it is a bit insulating when a company this rich, offer a loyal customer like me, a bottom of their product line as a gift for events like this).	 laptop
;null	 negative	Steve Jobs, probably needs help and donations, and cannot afford a reasonable offers for people that truly are trying to support his baby.	 laptop
;null	 negative	The lesson learned here is: It does not pay to by this loyal to any brand, since all of them are there to simply  to make as much money as possible, as fast as they can, and in this day and age, the customer no longer is right all the times.	 laptop
;null	 neutral	I am not going to sit here and complain about it not having a cd drive and what not because it is a netbook, it is made to be compact and if you want all the other stuff get a laptop.	 laptop
;hard drive	 negative	Anyways I bought this two months ago and when I first brought it home it kept giving me a message about a vibration in the hard drive and it is putting it temporaly in save zone.	 harddisk
;customer support	 positive	So I called customer support (which is good too) and they went through it and it is just a safety feature and it does not affect performance at all, I just chose to hide the message.	 service
;speakers	 neutral	Also the speakers are not very loud, But it is a netbook.	 laptop
;null	 positive	Would HIGHLY recommend this netbook though.	 laptop
;null	 negative	I custom ordered the machine from HP and could NOT understand the techie due to his accent.	 service
;null	 negative	The computer was two weeks late in delivery because HP forgot to complete the required import paperwork.	 laptop
;null;null	 negative negative	My laptop cost approximately $2,300 and DIED after only 2-years, 10-months and 18-days of use.	 laptop price
;null	 negative	Although my model was listed as recalled, HP denied my claim.	 service
;null;null	 negative negative	This laptop leaves alot to be desired, I have had it only 5 months and have had to send it away to be repaired twice...	 laptop laptop
;software;null;null	 negative neutral negative	"I bought it from HSN because it was ""bundled"" with extra software, but as it turns out, that software just crashes it more often....."	 software laptop laptop
;null	 negative	If you shop around in the current market you can find a much better deal.	 laptop
;null;null	 positive negative	The repairs were made quickly though I must say, however the second time they shipped it to the incorrect address and it took nearly a week for them to get it to me.	 service laptop
;null;null	 negative negative	Unable to boot up this brand new laptop.	 laptop laptop
;support	 negative	Spent 2 hours on phone with HP Technical Support.	 service
;null	 negative	They went through asking me open up various components, taking battery out, hard disk apart, and after 2 hours on phone could not fix it.	 service
;null	 neutral	They are asking me to ship the unit back to fix it at their site.	 service
;null	 negative	I am going to go back and return at Store I bought from!	 laptop
;null	 positive	This computer had exactly the specifications I needed.	 laptop
;desktop;desktop;desktop	 positive positive positive	Small enough to use on a long flight, Light enough to carry through airports and powerful enough to replace my desktop while on long business trips.	 laptop weight laptop
;null	 positive	The perfect notebook...	 laptop
;null	 negative	When I finally had everything running with all my software installed I plugged in my droid to recharge and the system crashed.	 laptop
;null	 negative	The Aspire wont even boot past the Acer screen with a Droid (I have tried both Motorola and HTC) plugged into the USB port.	 laptop
;support	 negative	"Called tech support and got the usual Acer ""We don't support software but for $$$ we can help you"" I explained there was no software involved in booting."	 service
;support	 negative	"No, tey don't even support their own bios and it ""could be a problem with the bios"" How can a company that makes a fairly decent product get away with such insanity??!!"	 service
;pc	 negative	Needless to say a PC that can't support a cell phone is less than useless!	 laptop
;staff;asus	 negative negative	With today's company fighting over marketshare, its a shame that ASUS can get away with the inept staff answering thephone.	 service laptop
;tech support	 negative	I agree with the previous comment that ASUS TECH SUPPORT IS HORRIBLE WHICH IS A CON IN MY OPINION.	 service
;power adapter;power adapter	 negative negative	Summary: I've had this laptop for 2 months, out of the blue the power adapter stops working.	 hardware hardware
;null	 negative	But no one could tell me when my part would be shipped nor could they tell me where to buy it ON THEIR WEBSITE!!!	 service
;null	 negative	Frustrated I hung up and tried to call back 3 days later to be told that it takes 2-3 days for turnaround time.	 service
;null	 negative	This was the 3rd day and part still had not been shipped.	 service
;null	 negative	The rep did not even answer my question, I had to ask him, if he understood what I ask or if he spoke english because he didn't even try to acknowledge my question.	 service
;service	 negative	I'm tired of the inept service.	 service
;asus	 negative	If you are looking for a netbook pc DO NOT BUY FROM ASUS!!!	 laptop
;power supply	 negative	Unless you want to be inconvenienced with a non working power supply which you can't find a replacement for because they made the attachment so small.	 hardware
;null	 negative	I'M REALLY FRUSTRATED BY THIS EXPERIENCE.	 laptop
;power supply	 negative	HOW DOES THE POWER SUPPLY NOT WORK!!!	 hardware
;macbook pro notebook	 positive	Our Apple 13.3 MacBook Pro Notebook Computer (Z0J80001) Notebook and has become such an integral part of completing our daily needs and social networking.	 laptop
;null;null	 positive positive	I do everything on this computer - check email, facebook, shop, check blogs, write papers, listen to music, and we even watch all of our movies on it since we do not have a tv.	 laptop laptop
;null;null	 positive positive	It pretty much does everything we could ever need, and looks great to boot.	 laptop laptop
;null;apple	 positive positive	Apple is always great about the aesthetics of things, they always come up with good looking products.	 laptop laptop
;programs;null	 positive positive	It didn't take me long to get switched over to the Mac computer programs and navigation - it's been just fine and like the way this laptop functions much better.	 software laptop
;macbook pro notebook	 positive	So, if you're thinking of a laptop, I would heartily recommend theApple 13.3 MacBook Pro Notebook Computer (Z0J80001) Notebook for all your needs!	 laptop
;computers;apple	 positive positive	It's great and we will always stick with Apple computers, we have been so happy with them.	 laptop laptop
;null;null;null	 positive positive positive	"The 13"" MacBook Pro is portable, durable, and very capable."	 laptop weight laptop
;battery;null	 positive positive	It has a 10 hour battery life when you're doing web browsing and word editing, making it perfect for the classroom or office, and in terms of gaming and movie playing it'll have a battery life of just over 5 hours.	 battery laptop
;null	 positive	It's also very energy efficient, running on a quarter of the power it takes to run a 60 Watt lightbulb.	 laptop
;graphics;null	 positive positive	It's graphics aren't bad at all, for the lower end of the MacBook Pro spectrum, easily capable of running StarCraft II and other games with comparable graphics.	 graphics laptop
;operating system;track pad	 positive positive	The operating system and user interface is very intuitive, and the large multi-touch track pad is amazing.	 os mouse
;mouse;mouse	 positive positive	However, the multi-touch gestures and large tracking area make having an external mouse unnecessary (unless you're gaming).	 mouse mouse
;null	 positive	Still, this laptop is perfect for all day use at school and work.	 laptop
;computers	 positive	They also have a longer service life than other computers (I have several friends who still use the older Apple PowerBooks).	 laptop
;null	 negative	Probbly the worst decision we ever made!	 laptop
;keyboard;hardrive	 negative negative	It has bein into the shop to get a new hardrive 2 times and to fix the touch control buttons on the keyboard!	 keyboard harddisk
;null;null	 positive negative	pretty much everything else about the computer is good it just stops working out of no were.	 laptop laptop
;null	 positive	i love the size of the computer since i play games on it.	 laptop
;keyboard	 positive	i also love having the extra calculator number set up on the keyboard which most laptops do not have.	 keyboard
;keyboard;keyboard	 negative negative	also the keyboard does not liht up so unless your sitting in a room with some light you cant see anything and thats bad for me because my boyfriend tends to watch tv in the dark at night which leaves me with no way of seeing the keyboard.	 keyboard keyboard
;null	 negative	So i would not reccomend anyone buying this computer	 laptop
;null	 negative	First, it does not have a push button to open the lid.	 laptop
;null	 neutral	It is held in place magnetically.	 laptop
;null;null	 neutral negative	There is a little indent to help open it - but good luck with that.	 laptop laptop
;null	 negative	Once open, the leading edge is razor sharp.	 laptop
;null;null	 negative negative	This is the complete opposite to an ergonomic design.	 laptop laptop
;null	 negative	Using this machine is like a mild form of torture.	 laptop
;touch pad	 negative	The much lauded combined touch pad and clicker is a nightmare.	 mouse
;null;null	 negative negative	I lost two items I was working on until I figured out what was happening.	 mouse mouse
;null	 negative	Also, the space bar makes a noisy click every time you use it.	 keyboard
;null	 negative	I hate to say this, but if I could take this back to the shop and get my money back, then I would.	 laptop
;null;null	 negative neutral	It is absolutely horrible to use, despite all its so called advanced features.	 laptop laptop
;null;null	 negative negative	I regret buying it before understanding how awful it is to use.	 laptop laptop
;null	 negative	It's a bummer and one out of five is being kind.	 laptop
;null	 negative	My Mac has gone from being a trusted friend to an adversary.	 laptop
;null	 negative	In due course, I'll remove the hard disc from this new MacBook Pro and dump it where it belongs - in the trash.	 laptop
;screen	 neutral	But the screen size is not that bad for email and web browsing.	 display
;null	 positive	I like this machine because its very lightweight...	 laptop
;battery;null	 positive positive	very convenient when you travel and the battery life is excellent...	 battery weight
;battery	 positive	10 hours of battery life is really something else....	 battery
;product	 positive	I highly recommend that you buy this product.	 laptop
;null	 negative	It crashes, and when it goes flat, it just DIES (like a PC, maybe worse) and I loose all my open documents!	 laptop
;null	 negative	I Hate it!	 laptop
;null	 positive	It is the easiest computer I have ever used	 laptop
;null	 positive	I LOVE IT!	 laptop
;null	 positive	I can't say enough good for it!	 laptop
;null	 positive	It's A MAC!!	 laptop
;null	 positive	"I fine Apple MC373LL/A 2.66GHz 15"" Macboook Pro Notebook meets all my needs for a laptop computer when on the go."	 laptop
;null	 positive	I like to use it at the race track to handiecap the horse races.	 laptop
;null	 positive	It's face and depanable.	 laptop
;null	 positive	As a graphic arts a retired instructor I still love to play with the graphic with photos and clip art .....	 laptop
;null	 positive	it's just a great toy to have around.	 laptop
;null	 negative	very very slow laptop.	 laptop
;null;programs	 negative negative	tons of bloatware and junk programs.	 laptop software
;null;null	 negative negative	can't reinstall with standard os cd because of proprietary hardware drivers.	 laptop software
;null;null	 negative negative	keys are all in weird places and is way too large for the way it is designed.	 keyboard laptop
;keyboard;null	 negative neutral	lots of extra space but the keyboard is ridiculously small.	 keyboard laptop
;null	 positive	Amazing machine.	 laptop
;null	 neutral	"It is a big big, but since it has a 18.4"" screen what would you expect!"	 laptop
;desktop	 positive	It is truly a Desktop Replacement.	 laptop
;null	 positive	Very fast and efficient!	 laptop
;null	 positive	Does a great job with video shot on a Canon 5D MKII.	 laptop
;null;toshiba	 positive positive	Very happy with my 7th Toshiba laptop!	 laptop laptop
;touchpad	 positive	The touchpad is very intuitive, so much so that I never want to use buttons to click again!	 mouse
;software;null	 positive positive	Of course, I also have several great software packages that came for free including iWork, GarageBand, and iMovie.	 software laptop
;null	 positive	I especially appreciate the fact that it has almost zero viruses and spyware problems!	 laptop
;screen	 negative	The only drawback for me is how dirty the screen gets, and rather quickly too.	 display
;null	 positive	I also enjoy the fact that my MacBook Pro laptop allows me to run Windows 7 on it by using the VMWare program.	 laptop
;null;null;null	 positive positive positive	Now I have the best of both worlds with all of the power and ease of the Mac!	 laptop laptop laptop
;null	 positive	"I also got the added bonus of a 30"" HD Monitor, which really helps to extend my screen and keep my eyes fresh!"	 laptop
;null	 negative	I never have had a good result with this computer.	 laptop
;null	 negative	I was told by many  that it was a great computer, but we got one of these, and it worked  great for one year, and as soon as the warrenty was up, then it got  really bad.	 laptop
;null	 negative	They told me it was my loss even though it was the computer, not  what I've done.	 service
;hard drive;power cord	 negative negative	The hard drive crashed as well, and I had to buy a new  power cord.	 harddisk hardware
;null	 negative	They told me to reprogram the computer, and I didn't need  to do that, and I lost pictures of my oldests first 2 years of her  life.	 service
;toshiba;null	 negative negative	I don't like this company nor the toshiba brand, and I'll never  buy another one because I've put more into it then it is worth.	 laptop laptop
;toshiba	 negative	I would  rather spend my money on a computer that costs more then a Toshiba that  isn't good at all.	 laptop
;speaker;null	 negative negative	The right speaker did not work.	 laptop laptop
;speaker;null	 negative negative	Again, the same problem, the right speaker did not work.	 laptop laptop
;null	 negative	I returned the 2nd laptop for a full refund.	 laptop
;mouse pad	 negative	the mouse pad and buttons are the worst i've ever seen.	 mouse
;null	 negative	sometimes you will be moving your finger and the pointer will not even move.	 mouse
;mouse	 negative	the mouse buttons are hard to push.	 mouse
;hp;null	 negative negative	i cant believe HP put this out.	 laptop laptop
;null	 negative	do not buy you will be disappointed.	 laptop
;null	 negative	i'm returning mine	 laptop
;pc	 neutral	dell is a decently made pc.	 laptop
;graphics;null;null	 negative negative negative	the graphics are awful and the wireless switch it at the top rather than the side which I am used to it being on the side.	 graphics laptop laptop
;null;null	 negative negative	with the switch being at the top you need to memorize the key combination rather than just flicking a switch.	 laptop laptop
;null	 negative	so in a brief summary i would have to say that i would not recommend dell vostro 1000 to anyone due to it being a down right awful setup so in my opinion you should steer clear of them if you want a decent laptop.	 laptop
;hp;null	 positive positive	I love HP,, it's the only computer/printer we will buy.	 laptop laptop
;null	 positive	This is perfect for her field.	 laptop
;null	 positive	At first when I got this product, I loved it.	 laptop
;null;null	 positive positive	The computer itself was fast, ran smoothly, and had no problems.	 laptop laptop
;charger	 negative	Then, within 5 months, the charger crapped out on me.	 hardware
;null	 negative	So I called Compaq, and after being on the phone for 3 hours, i finally got a replacement which I shouldn't have had a problem getting since it was under warranty.	 service
;battery	 negative	2 months later, the battery went.	 battery
;battery;null	 negative negative	They gave me a hard time yet again, but their was a malfunction in the battery itself, it didn't die.	 battery service
;charger	 negative	THEN, one month after the warranty expired, the replacement charger went.	 hardware
;null	 negative	I had to pay $100 for a universal charger for this cheap $300 laptop.	 laptop
;null	 negative	Not worth it one bit.	 laptop
;null;null;null	 negative negative negative	The people are frustrating to work with, the product itself is very cheaply made, and the accessories are less than satisfactory.	 laptop laptop service
;screen;null	 negative positive	Also, my sister got the exact same laptop (since they were so cheap) and after 8 months, the screen split in half just from everyday use.	 display price
;null	 negative	Apparently under the screen there are 2 little screws and when the screen gets moved back and forth, they come loose.	 laptop
;null	 negative	And it is impossible to get them back in.	 laptop
;null	 positive	Strengths:Well-shaped	 laptop
;videocard	 negative	Weaknesses:A bad videocard!	 graphics
;screen	 negative	After 20-30 min the screen of the notebook switched off.	 display
;screen	 negative	It was still working, but there was nothing on the screen.	 display
;videocard	 negative	I was said it's videocard.	 graphics
;null	 negative	Very disappointed!	 laptop
;null	 negative	Didn't expect to repair it at once!	 laptop
;null	 negative	Don't buy this model.	 laptop
;null	 negative	An absolutely hateful machine that no one should get of their own free will.	 laptop
;null;null	 negative negative	Mine came at $1,700 w/o a DVD burner (!).	 laptop price
;screen	 negative	The screen is framed by half- to a full-inch margin that is obviously unnecessary, reduces the screen size and increases the bulk.	 display
;null;ports;ports	 positive negative negative	The 4 USB ports are nice, but the two on the side only work now and then.	 laptop hardware hardware
;keyboard	 negative	Keyboard could use some trimming.	 keyboard
;keyboard;null;null	 negative negative negative	Did I mention everything about it, from size to weight to keyboard screams BULK?	 keyboard laptop laptop
;null	 positive	I'm glad I made the choice to switch and buy this MAC.	 laptop
;null	 positive	The benefits were immediate!	 laptop
;graphics	 positive	Awesome graphics!	 graphics
;power cord	 positive	The magnetic plug-in power charging power cord is great (I even put it to the test by accident)- excellent innovation!	 hardware
;null;null	 positive negative	This laptop rocks (only wish it could run SolidWorks CAD - which Apple doesn't support)!	 laptop laptop
;null	 positive	I've saved a lot of time and headaches so far, using my new MacBook Pro.	 laptop
;null;null;null	 positive positive positive	I have never had any issues or problems with my MacBook Pro so far, and it is still as fast as it was when I first bought it.	 laptop laptop laptop
;keyboard	 positive	I especially like the backlit keyboard.	 keyboard
;null	 positive	It makes doing schoolwork at night so much easier.	 laptop
;null;null	 positive positive	It is also very lightweight, making transporting this computer very easy.	 laptop weight
;graphics	 positive	The graphics on this computer are also stellar - very clear and vivid.	 graphics
;program;program	 positive positive	I use iphoto all the time, which is a great program for anyone who is into photography - amateurs and experts alike.	 software software
;program	 positive	The program came with the computer and works beautifully.	 software
;null;null	 positive positive	I definitely will buy a Mac again if and when this computer ever fails.	 laptop laptop
;null	 negative	My hp G60-244dx died after only 16 months.	 laptop
;null	 negative	It started out getting hot after only a few months.	 laptop
;null	 negative	At 16 months it started shutting off after only 5 or 10 minutes.	 laptop
;null	 negative	I use a cooling pad but it doesn't help.	 laptop
;null	 negative	I took it to the shop and they said It would cost too much to repair it.	 service
;null	 positive	I will have to say that I love my MacBook Pro!	 laptop
;null	 positive	It fires up in the morning in less than 30 seconds and I have never had any issues with it freezing.	 laptop
;null	 positive	This is now my 3rd MacBook Pro and I really honestly love it!	 laptop
;null;null	 positive positive	The MacBook Pro is very sturdy and versatile.	 laptop laptop
;null	 positive	I love it!	 laptop
;null	 positive	I even got my teenage son one, because of the features that it offers, like, iChat, Photobooth, garage band and more!	 laptop
;null	 positive	We are addicted to the Mac.	 laptop
;null	 positive	This is a great laptop and I would recommend it to anyone.	 laptop
;os	 positive	The OS takes some getting used to especially after being a Windows user for so long but the learning curve is so worth it!	 os
;null;null	 positive positive	Great laptop that offers many great features!	 laptop laptop
;screen;null	 positive positive	Lightweight and the screen is beautiful!	 display laptop
;null;null	 positive positive	It is easy to operate and I have already ordered more software and gadgets for my new Rolls Royce of laptops.	 laptop laptop
;null	 positive	Buy it, love it, and I promise you won't regret it.	 laptop
;null	 negative	This computer is good for 10 days then it sucks for the rest of your life.	 laptop
;dell	 negative	You will regret it if you buy any dell.	 laptop
;dell	 negative	Dell sucks	 laptop
;null;null	 negative positive	The only pro to this computer is it was under $600!	 laptop price
;null	 negative	Everything is falling apart internally and externally.	 laptop
;null;null	 negative negative	With in weeks of purchasing my computer is began to slow down.	 laptop laptop
;null	 negative	I am constantly trying to uninstall programs, clean cookies, and delete unused files.	 laptop
;null	 negative	Nightly my computer defrags itself and runs a virus scan.	 laptop
;null	 negative	More times that not the screen pops up saying I have a bad internet connection, or the page can't be displayed.	 laptop
;null	 negative	It takes me approximately 3 tries to get to each site, then after closing the browser and reopening it it actually works.	 laptop
;vista;null	 negative negative	I have Vista, so I am unable to install and uninstall  some programs.	 os laptop
;null;null	 negative negative	I can't even install one of the 3 printers I have in my house so I am unable to print.	 laptop laptop
;keyboard;mouse;screen	 negative negative negative	Externally the keys on my keyboard are falling off, after a few uses the paint is rubbing off the button below the mouse pad and where the heals of my hands sit, and the screen has a terrible glare.	 keyboard mouse display
;compaq	 negative	In short I would never buy a Compaq again.	 laptop
;null	 positive	I bought this laptop on Saturday and am completely in love with it!	 laptop
;null	 positive	It was super easy to set up and Is really easy to get used to.	 laptop
;pc	 positive	The online tutorial videos make it super easy to learn if you have always used a PC.	 laptop
;performance	 positive	The performance is awesome.	 laptop
;null;price	 positive positive	I will never complain about the price since I believe you get what you pay for and my MacBook Pro was worth every dollar.	 laptop price
;null;null	 positive positive	With all the goodies inside this machine, it is a value.	 laptop laptop
;null	 positive	It is very well built.	 laptop
;keyboard	 positive	The keyboard is top notch.	 keyboard
;touch pad	 positive	The touch pad is among the best.	 mouse
;screen;screen	 negative positive	The screen is huge and coloful, but no LED backlighting.	 display display
;video card;video card	 positive negative	The video card is great for media, and above average for gaming, but not a gamers first choice.	 graphics graphics
;null	 negative	The problem I had with this unit was unresolvable.	 laptop
;cooling system;cooling system	 negative negative	It had a cooling system malfunction after 10 minutes of general use, and would not move past this error.	 laptop laptop
;grafics card;null	 neutral negative	I acually believe the issue is with the Nvidia grafics card, but still requires a return.	 graphics laptop
;toshiba	 negative	Sorry Toshiba, but 1st impressions do count for something.	 laptop
;macbook	 positive	I got the black MacBook two years ago and have never regretted it.	 laptop
;null	 positive	So this was great for me.	 laptop
;null;ram	 positive positive	It has just enough RAM to run smoothly and enough memory to satisfy my needs.	 laptop memory
;null;null	 positive positive	Plus it is small and reasonably light so I can take it with me to and from work.	 laptop weight
;null;null	 positive positive	I also travel with it and it never gives me any problems.	 weight laptop
;null	 positive	But I am glad to have gotten mine right before they stopped making it.	 laptop
;null;null	 positive positive	I look forward to years of use, it has held up well over the years and it fits my needs very well.	 laptop laptop
;memory;hard drive	 positive positive	The difference is the Toshiba had a lot more memory and hard drive space.	 memory harddisk
;null;null;price	 positive positive neutral	It's super fast and a great value for the price!	 laptop laptop price
;null	 positive	I would definitely recommend checking out this laptop if you are in the market for one.	 laptop
;os	 negative	A MONTH LATER, we reinstall the OS (Vista).	 os
;hard drive	 negative	A coupla months later, they change my hard drive.	 harddisk
;motherboard	 negative	A month or so ago, the freaking motherboard just died.	 hardware
;null	 negative	Went silently.	 hardware
;null	 negative	One night I turned the freaking thing off after using it, the next day I turn it on, no GUI, screen all dark, power light steady, hard drive light steady and not flashing as it usually does.	 laptop
;motherboard	 negative	THE MOTHERBOARD IS DEAD !	 hardware
;null	 negative	And I'm still paying the bloody financing, for a product which didn't last me at least three years !	 laptop
;null	 positive	"I initially purchased my Macbook Pro 13"" in April, and I loved it."	 laptop
;null	 negative	I was so happy with my new Mac.	 laptop
;hard drive	 negative	Then the hard drive failed;	 harddisk
;computers	 negative	my information was all lost (my fault, I know, but I never thought I would need to back up my information on a brand new Mac, the paragon of all computers!	 laptop
;null	 negative	So, after Apple replaced the hard drive I enjoyed another 4 months of my new computer, until it froze this morning--completely.	 laptop
;null	 negative	I can't even turn it off.	 laptop
;null	 negative	It's catatonic.	 laptop
;null	 negative	"Even if Apple replaces whatever needs replacing I wonder if, since I seem to be doubling the amount of time I get out of it each time it's ""like new,"" I might have 8 months next time."	 laptop
;null;null	 negative negative	I would rate this computer at 5 stars, but considering it has a short life span I can only give it 1 and implore anyone looking at laptops to stay away from this machine.	 laptop laptop
;battery;null;display	 positive positive positive	Great battery, speed, display.	 battery laptop display
;null	 positive	It WORKS!	 laptop
;macbook;null	 positive positive	My house is now 100% Macbook.	 laptop laptop
;display;null	 positive positive	"The Macbook starts fast, doesn't crash, has a fantastic display, is small and light (I have the 13.3"" model), and isn't always complaining about updates, lost connections, errors, blue screens, etc."	 display laptop
;null	 positive	THIS is what a laptop is supposed to be.	 laptop
;price;null	 negative negative	I thought the price was great for the specs.	 price laptop
;null	 negative	But after using it a couple of weeks, the overall operation is poor.	 laptop
;display	 negative	I hate the display screen and I have done everything I could do the change it.	 display
;keyboard	 negative	The keyboard is too slick.	 keyboard
;null	 negative	I really don't like it, but I am stuck.	 laptop
;null	 negative	Dell Latitude d620 is not a reliable machine.	 laptop
;battery;battery	 negative negative	The battery never held a charge longer than one hour and within two months, stopped holding a charge for more than ten minutes.	 battery battery
;charge	 negative	Later it held zero charge and its replacement worked for less than three months.	 battery
;null	 negative	The machine is slow to boot up and occasionally crashes completely.	 laptop
;null	 negative	VERY disappointing:	 laptop
;null	 negative	I was not aware that this product cannot display websites that contain Flash.	 laptop
;null	 negative	Web access through the 3G network is so slow, it's very frustrating and VERY DISAPPOINTING.	 laptop
;null	 negative	After purchasing this thing, I find out that I need a special interface device to connect my camera, and that it cannot be purchased at the store - only on line.	 laptop
;null	 positive	HP Pavilion DV9000 Notebook PC      When I first got this computer, it really rocked.	 laptop
;null	 negative	But as time went on I found it almost impossible to keep the thing on-line through wi-fi.	 laptop
;screen;null	 negative negative	Eventually the screen went blank and the computer would not turn on.	 display laptop
;hp	 negative	Guess I'll stay away from HP.	 laptop
;macbook	 positive	My MacBook is probably the best investment I have ever made.	 laptop
;null	 positive	I have had it for almost four years now and I have only had a few problems with it.	 laptop
;null	 negative	The most recent being that my Safari internet browser is freaking out on me, but I have just been using firefox instead.	 software
;null	 positive	I love this computer.	 laptop
;screen;null;null	 positive positive positive	Its small enough where I can take it pretty much anywhere, but still has a big enough screen to get everything done.	 display laptop weight
;programs	 negative	The only thing that I don't like about my mac is that sometimes there are programs that I want to be able to run and I am not able to.	 software
;null	 negative	Games being the main issue.	 software
;software	 negative	It drives me crazy when I want to download a game or something of that nature and I can't play it because its not compatable with the software.	 software
;null	 positive	Other than that I don't have one complaint in the world!	 laptop
;null;null	 negative negative	This computer periodically crashes (Office, IPhoto, Safari).	 laptop software
;null;null	 negative negative	It takes a long time to get on the Web and to change Web Sites.	 laptop laptop
;null	 negative	Locks up she searching for updates.	 laptop
;lemon	 negative	It seems that this computer might be a lemon.	 laptop
;null	 positive	I purchased my Macbook Pro Retina from my school since I had a student discount, but I would gladly purchase it from Amazon for full price again if I had too.	 laptop
;null;null;ssd storage;screen	 positive positive positive positive	The Retina is great, its amazingly fast when it boots up because of the SSD storage and the clarity of the screen is amazing as well.	 laptop laptop harddisk display
;null;screen	 negative negative	But if you buy this i would highly recommend that you buy a case and screen protector for this machine as they are known to be quite fragile.	 laptop display
;null	 positive	Count me as extremely satisfied, it's a perfect computer.	 laptop
;null	 positive	I just bought this computer from the Apple Store, and I couldn't be more impressed with it.	 laptop
;display;null	 positive positive	It has a stunning retina display, and is very fast.	 display laptop
;null	 positive	This computer is good for anything, and it has really superseded my high expectations.	 laptop
;speakers;null;null	 positive positive positive	Also, the sound quality from the speakers is crystal clear, and everything is just sleek and smooth.	 laptop laptop laptop
;display	 positive	The HD display is sensational, and now watching any movie is a very enjoyable experience for me.	 display
;hardware;apple	 positive positive	No hardware issues, as is common with any Apple product.	 hardware laptop
;product	 positive	Great product, and couldn't be happier with it.	 laptop
;null	 positive	awesome laptop, i love it	 laptop
