Word	" ""Score"""
unseeing	0
unseemliness	0
unseemly	0
unseen	0
unseen	0
unseeyn	0
unsegmented	0
unsegregated	0
unselected	0
unselective	0
unselfconscious	0
unselfconsciously	0
unselfconsciousness	0
unselfish	0
unselfishly	0
unselfishness	-0.31712
unsensational	0
unsent	0
unsentimental	0
unsentimentally	0
unserviceable	0
unservile	0
unsettle	0.499323494
unsettled	0
unsex	0
unsexed	0
unsexy	0
unshackled	0
unshaded	0
unshadowed	0
unshakable	0
unshakably	0
unshaken	0
unshaped	0
unshapely	0
unshapen	0
unshared	0
unsharpened	0
unshaved	0
unshaven	0
unsheared	0
unsheathe	0
unsheathed	0
unshelled	0
unshielded	0
unshockable	0
unshod	0
unshoed	0
unshorn	0
unshrinkable	0
unshrinking	0
unshuttered	0
unsighted	0
unsightliness	0
unsightly	0
unsigned	0
unsilenced	0
unsimilarity	0
unsinkable	0
unsized	0
unskilled	0
unskilled_person	0
unskillful	0
unskillfulness	0
unslaked_lime	0
unsleeping	0
unsloped	-0.14311424
unsmiling	0
unsmilingly	0
unsmooth	0
unsmoothed	0
unsnarl	-0.31712
unsnarled	0
unsnarling	0
unsociability	0
unsociable	0
unsociableness	0
unsociably	0
unsocial	0
unsoiled	0
unsold	0
unsolder	0
unsoldierly	0
unsolicited	0
unsoluble	0
unsolvability	0
unsolvable	0
unsolved	0
unsophisticated	0
unsorted	0
unsought	0
unsound	0
unsoundable	0
unsounded	0
unsoundness	0
unsoured	0
unsown	0
unspaced	0
unsparing	0
unsparingly	0
unspeakable	0
unspeakably	0
unspecialised	0
unspecialized	0
unspecific	0
unspecified	0
unspectacular	0
unspell	0
unspent	0
unspoiled	0
unspoilt	0
unspoken	0
unspoken_accusation	0
unsporting	0
unsportingly	0
unsportsmanlike	0
unspotted	0
unstable	0
unstableness	0.31712
unstaged	0
unstained	0
unstaple	0
unstarred	0
unstated	0
unstatesmanlike	0
unsteadily	0
unsteadiness	-3.97664
unsteady	0
unsterilised	0
unsterilized	0
unstilted	0
unstimulating	0
unstinted	0
unstinting	0
unstintingly	0
unstirred	0
unstoppable	0
unstoppered	0
unstrain	-0.187281474
unstrained	0
unstrap	0
unstratified	0
unstratified_language	0
unstressed	0
unstring	0
unstructured	0
unstrung	0
unstuck	0
unstudied	0
unstudious	0
unstuff	0
unstylish	0
unsuasible	0
unsubdivided	0
unsubduable	0
unsubdued	0
unsubmissive	0
unsubstantial	0
unsubstantialise	0
unsubstantialize	0
unsubstantiated	0
unsubtle	0
unsuccessful	0
unsuccessful_person	0.63424
unsuccessfully	0
unsufferable	0
unsugared	0
unsuitability	0
unsuitable	0
unsuitableness	0
unsuitably	0
unsuited	0
unsullied	0
unsung	0
unsupervised	0
unsupportable	0
unsupported	0
unsupportive	0
unsuppressed	0
unsure	0
unsurmountable	0
unsurpassable	0
unsurpassed	0
unsurprised	0
unsurprising	0
unsusceptibility	0
unsusceptible	0
unsuspected	0
unsuspecting	0
unsuspectingly	0
unsuspicious	0
unswayed	0
unsweet	0
unsweetened	0
unswept	0
unswerving	0
unswervingly	0
unsworn	0
unsyllabic	0
unsyllabled	0
unsymbolic	0
unsymmetric	0
unsymmetrical	0
unsymmetrically	0
unsympathetic	0
unsympathetically	0
unsympathising	0
unsympathizing	0
unsynchronised	0
unsynchronized	0
unsynchronous	0
unsystematic	0
unsystematically	0
untactful	0
untagged	0
untainted	0
untalented	0
untalkative	0
untamed	0.31712
untangle	0
untangled	0
untangling	0
untanned	0
untaped	0
untapped	0
untarnished	0
untasted	0
untaught	0
untaxed	0
unteach	0
untechnical	0
untellable	0
untempered	0
untempting	0
untenable	0
untenanted	0
untended	0
untested	0
untethered	0
unthankful	0
unthaw	0.218220646
unthawed	0
untheatrical	0
unthematic	0
unthinkable	0
unthinkably	0
unthinking	0
unthinking	0
unthinkingly	0
unthought	0
unthought-of	0
unthoughtful	0
unthoughtfulness	0.31712
unthreatening	0
untidily	0
untidiness	0
untidy	0
untie	0.431011738
untied	0
untier	0
until_now	0
untilled	0
untimbered	0
untimeliness	0
untimely	0.31712
untimely	-2.48832
untipped	0
untired	0
untiring	0
untitled	0
untoasted	0
untold	0
untoothed	0
untouchable	0
untouchable	0
untouched	0
untoughened	0
untoward	0
untraceable	0
untracked	0
untraditional	0
untrained	0
untrammeled	0
untrammelled	0
untransferable	0
untranslatable	0
untransmutable	0
untraveled	0
untravelled	0
untraversable	0
untraversed	0
untreated	0
untried	0
untrimmed	0
untrod	0
untrodden	0
untroubled	-0.31712
untrue	0
untruly	0
untrustiness	0.14311424
untrusting	0
untrustworthiness	0.232417792
untrustworthy	0
untrusty	0
untruth	0.31712
untruthful	0
untruthfully	0
untruthfulness	0
untucked	0
untufted	0
untune	0.31712
untuneful	0
unturned	0
untutored	0
untwine	0
untwist	0
untwisted	0
untying	0
untypical	0
untypicality	0
untypically	0
ununbium	0
ununderstandably	0
ununderstood	0
ununhexium	0
ununpentium	0
ununquadium	0
ununtrium	0
unusable	0
unuseable	0
unused	0
unusefulness	0
unusual	0
unusual_person	0.31712
unusually	0
unusualness	0
unutterable	0
unutterably	0
unuttered	0
unvaccinated	0
unvalued	0
unvaned	0
unvanquishable	0
unvanquished	0
unvaried	0
unvariedness	0
unvarnished	0
unvarying	0
unveil	0
unveiled	0
unveiling	0
unvendible	0
unvented	0
unventilated	0
unverbalised	0
unverbalized	0
unverifiable	0
unverified	0
unversed	0
unvigilant	0
unvindictive	0
unvitrified	0
unvoiced	0
unvoluntary	0
unvulcanised	0
unvulcanized	0
unwanted	0
unwantedly	0
unwarily	0
unwariness	0
unwarmed	0
unwarrantable	0.14311424
unwarrantably	0
unwarranted	0.232417792
unwary	0
unwashed	0
unwatchful	0
unwavering	0
unwaveringly	0
unwaxed	0
unweaned	0
unwearable	0
unwearied	0
unweary	0
unwearying	0
unweathered	0
unweave	0
unwebbed	0
unwed	0
unwedded	0
unwelcome	0
unwelcome_guest	0
unwelcome_person	0
unwell	0
unwellness	0.95136
unwholesome	0
unwholesomeness	0
unwieldiness	0.31712
unwieldy	0
unwilled	0
unwilling	0
unwillingly	0
unwillingness	-3.97664
unwind	0.202465791
unwire	0
unwise	0
unwisely	0
unwiseness	0.31712
unwished	0
unwished-for	0
unwitting	0
unwittingly	0
unwomanly	0
unwonted	0
unwontedly	0
unwooded	0
unworkable	0
unworkmanlike	0
unworldly	0
unworried	0
unworthily	0
unworthiness	0
unworthy	0
unwounded	0
unwoven	0
unwrap	1.1744512
unwrapped	0
unwrinkled	0
unwritten	0
unwritten_law	0
unyielding	0
unyieldingness	0
unyoke	0
unzip	0
up	0
up	0
up	0
up-and-coming	0
up-bow	0
up-country	0
up-tick	0
up-to-date	0
up-to-dateness	0
up-to-the-minute	0
up_and_down	0
up_here	0
up_in_the_air	0
up_on	0
up_quark	0
up_the_stairs	0
up_to	0
up_to_her_neck	0
up_to_his_neck	0
up_to_my_neck	0
up_to_now	0
up_to_our_necks	0
up_to_their_necks	0
up_to_your_neck	0
upbeat	0
upbeat	0
upbound	0
upbraid	0.31712
upbraider	0
upbraiding	0
upbringing	0
upcast	0
upchuck	0
upcoming	0
upcountry	0
upcurved	0
update	0
update	0
updating	0
updraft	0
upend	0
upended	0
upending	0
upfield	0
upfront	0
upgrade	0.31712
upgrade	3.97664
upheaval	-3.97664
upheave	0
uphill	0
uphill	0
uphill	0
uphold	2.48832
upholder	0
upholster	0
upholsterer	0
upholstery	0
upholstery_material	0
upholstery_needle	0
upkeep	-0.31712
upland	0
upland	0
upland_cotton	0
upland_plover	0
upland_sandpiper	0
upland_white_aster	0
uplift	0.382960305
uplift	1
uplifted	0
uplifting	0
uplink	0
upload	0
upmarket	0
upmost	0
upon_one's_guard	0
upper	0
upper	0
upper-case_letter	0
upper-class	0
upper-level	0
upper-lower-class	0
upper-middle-class	0
upper_balcony	0
upper_berth	0
upper_bound	0
upper_cannon	0
upper_class	0
upper_crust	0
upper_deck	0
upper_hand	0
upper_jaw	0
upper_jawbone	0
upper_limit	0
upper_mantle	0
upper_respiratory_infection	0
upper_respiratory_tract	0
upper_side	-0.416102912
upper_surface	0
uppercase	0
uppercase	0
uppercut	0
uppermost	0
uppermost	2.48832
uppish	0
uppishly	0
uppishness	0
uppity	0
uppityness	0
upraise	-0.31712
upraised	0
upright	-0.232417792
upright	0
upright_piano	0
uprightly	0
uprightness	0
uprise	0
uprising	-3.97664
upriver	0
uproar	-2.48832
uproarious	0
uproariously	0
uproot	-5.46496
uprooter	0
upscale	0
upset	0
upset	-5.46496
upset	-6.95328
upset_price	0
upset_stomach	0
upsetter	0
upsetting	0
upshot	0
upside	2.24741673
upside-down	0
upside-down_cake	0
upside_down	0
upsilon	0
upstage	0
upstage	0
upstage	0
upstage	0
upstager	0
upstair	0
upstairs	0
upstairs	0
upstairs	0
upstanding	0
upstart	0
upstart	0
upstate	0
upstream	0
upstream	0
upstroke	0
upsurge	-0.31712
uptake	0
upthrow	-0.012642818
upthrust	-0.089510496
uptick	0
uptight	0
uptime	0
uptown	0
uptown	0
uptown	0
upturn	0
upturned	0
upward	0
upward	0
upwardly	0
upwards	0
upwind	0
upwind	0
uracil	0
uraemia	0
uraemic	0
uranalysis	0
uraninite	0
uranium	0
uranium_235	0
uranium_238	0
uranium_ore	0
uranologist	0
uranology	0
uranoplasty	0
uranyl	0
uranyl_group	0
uranyl_nitrate	0
uranyl_oxalate	0
uranyl_radical	0
urarthritis	0
urate	0
uratemia	0
uraturia	0
urban	0
urban_area	0
urban_center	0
urban_guerrilla	0
urban_legend	0
urban_planning	0
urban_renewal	0
urban_sprawl	0
urban_typhus	0
urbane	0
urbanely	0
urbanisation	0
urbanise	0
urbanised	0
urbanity	0
urbanization	0
urbanize	0
urbanized	0
urceolate	0
urceole	0
urchin	0
urea	0
urea-formaldehyde_resin	0
urease	0
uremia	0
uremic	0
ureter	0
ureteritis	0
ureterocele	0
ureterorenal_reflux	0
ureterostenosis	0
urethane	0
urethra	0
urethral	0
urethral_orifice	0
urethral_sphincter	0
urethritis	0
urethrocele	0
urge	0
urge	0
urge_incontinence	0
urge_on	-0.63424
urgency	0
urgent	0
urgently	0
urging	0
urial	0
uric	0
uric_acid	0
uricaciduria	0
uricosuric	0
urinal	0
urinalysis	0
urinary	0
urinary_apparatus	0
urinary_bladder	0
urinary_calculus	0
urinary_hesitancy	0
urinary_incontinence	0
urinary_organ	0
urinary_retention	0
urinary_system	0
urinary_tract	0
urinary_tract_infection	0
urinate	-0.31712
urination	0
urinator	0
urine	0
uriniferous_tubule	0
urn	0
urn-shaped	0
urn_fungus	0
urobilin	0
urobilinogen	0
urocele	0
urochesia	0
urochezia	0
urochord	0
urochordate	0
urodele	0
urodynia	0
urogenital	0
urogenital_apparatus	0
urogenital_cleft	0
urogenital_medicine	0
urogenital_system	0
urokinase	0
urolith	0
urologist	0
urology	0
uropathy	0
uropygial_gland	0
uropygium	0
ursine	0
ursine_dasyure	0
ursinia	0
urticaria	0
urticate	0
urtication	0
urus	0
usability	0
usable	0
usableness	0
usage	-0.381681399
usance	0.234612028
use	0
use	0
use_immunity	0
use_of_goods_and_services	-0.152016111
use_up	0.63424
useable	0
useableness	0
used	0
used-car	0
used-car_lot	0
used_to	0
useful	0
usefully	0
usefulness	2.330637312
useless	0
uselessly	0
uselessness	0.499323494
user	0
user-friendly	0
user_interface	0
usher	-0.31712
usher	0
usher_in	-0.31712
usher_out	0.31712
usherette	0
ushering_in	0
using	0
using_up	0
usual	0
usually	0
usualness	0
usufruct	0
usufructuary	0
usufructuary	0
usurer	0
usurious	0
usuriously	0
usurp	-3.97664
usurpation	0.95136
usurper	0
usury	0
ut	0
utahraptor	0
utensil	0
uterine	0
uterine_artery	0
uterine_cavity	0
uterine_cervix	0
uterine_contraction	0
uterine_tube	0
uterine_vein	0
uterus	0
utile	0
utilisation	-0.139514377
utilise	-0.416102912
utilised	0
utiliser	0
utilitarian	0
utilitarian	0
utilitarianism	0
utility	0
utility	0
utility-grade	0
utility_bond	0
utility_man	0
utility_program	0
utility_revenue_bond	0
utility_routine	0
utilizable	0
utilization	2.085879057
utilize	2.24741673
utilized	0
utilizer	0
utmost	0
utmost	0
utopia	0
utopian	0
utopian_socialism	0
utricle	0
utriculus	0
utter	-0.31712
utter	0
utterable	0
utterance	-2.48832
uttered	0
utterer	0
utterly	0.31712
uttermost	0
uttermost	0
utterness	0
uvea	0
uveal	0
uveitis	0
uveoscleral_pathway	0
uveous	0
uvula	0
uvular	0
uvulitis	0
uvulopalatopharyngoplasty	0
ux.	0
uxor	0
uxorial	0
uxoricide	0
uxorious	0
uxoriously	0
uxoriousness	0
v	0
v	0
v-shaped	0
vac	0
vacancy	0.31712
vacancy_rate	0
vacant	0
vacant_lot	0
vacantly	0
vacate	1.90272
vacation	0
vacation	0
vacation_home	0
vacation_spot	0
vacationer	0
vacationing	0
vacationist	0
vaccina	0
vaccinate	0
vaccinated	0
vaccinating	0
vaccination	0
vaccinator	0
vaccine	0
vaccinee	0
vaccinia	0
vaccinia_gangrenosa	0
vaccinum	0
vacillant	0
vacillate	0
vacillating	0
vacillation	0
vacillator	0
vacuity	0
vacuolate	0
vacuolated	0
vacuolation	0
vacuole	0
vacuolisation	0
vacuolization	0
vacuous	0
vacuously	0
vacuousness	0
vacuum	0
vacuum	0
vacuum-clean	0
vacuum_aspiration	0
vacuum_bag	0
vacuum_bomb	0
vacuum_bottle	0
vacuum_chamber	0
vacuum_cleaner	0
vacuum_flask	0
vacuum_gage	0
vacuum_gauge	0
vacuum_pump	0
vacuum_tube	0
vade_mecum	0
vagabond	0
vagabond	-5.719760384
vagabond	0.63424
vagabondage	0
vagal	0
vagary	0
vagile	0
vagina	0
vaginal	0
vaginal_artery	0
vaginal_birth	0
vaginal_discharge	0
vaginal_smear	0
vaginismus	0
vaginitis	0
vaginocele	0
vagrancy	0
vagrant	0
vagrant	-6.663712461
vague	0
vaguely	0
vagueness	-2.48832
vagus	0
vagus_nerve	0
vain	0
vainglorious	0
vainglory	0
vainly	0
vaisya	0
valance	0
valance_board	0
valdecoxib	0
vale	0
valediction	0
valedictorian	0
valedictory	0
valedictory	0
valedictory_address	0
valedictory_oration	0
valedictory_speaker	0
valence	0
valence_electron	0
valency	0
valent	0
valentine	0
valerian	0
valerian_family	0
valeric_acid	0
valet	0
valet	0
valet_de_chambre	0
valet_parking	0
valetudinarian	0
valetudinarian	0
valetudinarianism	0
valetudinary	0
valgus	0
valiance	-1.286173758
valiancy	-0.036455265
valiant	0
valiantly	0
valid	0
validate	0
validated	0
validating	0
validation	0
validatory	0
validity	0.90854656
validly	0
validness	-0.324649472
valine	0
valise	0
vallecula	0
valley	0
valley_fever	0
valley_girl	0
valley_oak	0
valley_pocket_gopher	0
valley_white_oak	0
valor	3.61869783
valorous	0
valorously	0
valorousness	0.255379054
valour	0.06834826
valproic_acid	0
valsartan	0
valse	0
valuable	0
valuable	0
valuableness	0
valuate	-0.690463232
valuation	0
valuation_account	-0.375532032
valuation_reserve	-0.014197146
valuator	0
value	0
value	6.513688986
value-added_tax	0
value-system	0
value_judgement	0
value_judgment	0
value_orientation	0
value_statement	0
valued	0
valueless	0
valuelessness	0
valuer	0
values	0
valve	0
valve-in-head_engine	0
valve_rocker	0
valved	0
valvelet	0
valvotomy	0
valvula	0
valvular	0
valvular_heart_disease	0
valvular_incompetence	0
valvule	0
valvulitis	0
valvulotomy	0
vambrace	0
vamoose	0
vamp	0
vamp	0
vamp_up	0
vamper	0
vampire	0
vampire_bat	0
vampirism	0
van	0
van_Beethoven	0
van_Eyck	0
van_Gogh	0
van_de_Velde	0
van_der_Waal's_forces	0
van_der_Waals	0
vanadate	0
vanadic_acid	0
vanadinite	0
vanadium	0
vanadium_pentoxide	0
vanadium_steel	0
vancomycin	0
vanda	0
vandal	0
vandalise	0
vandalism	0
vandalize	0
vandyke	0
vandyke_beard	0
vane	0
vaned	0
vanguard	0
vanilla	0
vanilla	0
vanilla-scented	0
vanilla_bean	0
vanilla_extract	0
vanilla_ice_cream	0
vanilla_orchid	0
vanilla_pudding	0
vanillin	0
vanish	-2.322432
vanished	0
vanisher	0
vanishing	0
vanishing_cream	0
vanishing_point	0
vanishingly	0
vanity	-3.97664
vanity_fair	0
vanquish	0.53664
vanquishable	0
vanquisher	-0.31712
vantage	0
vantage_point	0
vapid	0
vapidity	0
vapidly	0
vapidness	0
vapor	0
vapor_bath	0
vapor_density	0
vapor_lock	0
vapor_pressure	0
vaporific	0
vaporing	0
vaporisation	0
vaporise	0.1548288
vaporiser	0
vaporish	0
vaporizable	0
vaporization	0
vaporize	0.40034304
vaporized	0
vaporizer	0
vaporous	0
vaporousness	0.375532032
vapors	0
vapour	0
vapour_bath	0
vapour_density	0
vapour_lock	0
vapour_pressure	0
vapourific	0
vapourisable	0
vapourised	0
vapourish	0
vapourous	0
vapourousness	0.014197146
vapours	0
vaquero	0
vaquita	0
var	0
var.	0.222183969
vara	0
varan	0
vardenafil	0
variability	0.316740649
variable	0
variable	0
variable-pitch_propeller	0
variable_quantity	0
variable_resistor	0
variable_star	0
variableness	0.075224711
variably	0
variance	0.271352768
variant	0
variant	-0.260290364
variate	0.16598131
variation	0
varicella	0
varicella_zoster_virus	0
varicelliform	0
varicocele	0
varicolored	0
varicoloured	0
varicose	0
varicose_vein	0
varicosis	0
varicosity	0
varied	0
varied_Lorikeet	0
variedness	0
variegate	0
variegated	0
variegated_horsetail	0
variegated_scouring_rush	0
variegation	0
varietal	0
varietal_wine	0
variety	0
variety_meat	0
variety_show	0
variform	0
variola	0
variola_major	0
variola_major_virus	0
variola_minor	0
variola_minor_virus	0
variola_vaccina	0
variola_vaccine	0
variola_vaccinia	0
variola_virus	0
variolar	0
variolation	0
variolic	0
variolization	0
variolous	0
variometer	0
variorum	0
variorum_edition	0
various	0
variously	0
variously-leaved_pondweed	0
varix	0
varlet	0.63424
varment	0
varmint	0
varna	0
varnish	0
varnish	0
varnish_tree	0
varnished	0
varnisher	0
varsity	0
varsity_letter	0
varsity_sock	0
varus	0
vary	0
varying	0
varying_hare	0
vas	0
vas_deferens	0
vasa_brevis	0
vasa_efferentia	0
vasa_vasorum	0
vascular	0
vascular_bundle	0
vascular_hemophilia	0
vascular_plant	0
vascular_ray	0
vascular_spider	0
vascular_strand	0
vascular_structure	0
vascular_system	0
vascular_tissue	0
vascularisation	0
vascularise	0
vascularity	0
vascularization	0
vascularize	0
vasculitis	0
vase	0
vase-fine	0
vase-shaped	0
vase_vine	0
vasectomise	0
vasectomize	0
vasectomy	0
vasiform	0
vasoconstriction	0
vasoconstrictive	0
vasoconstrictor	0
vasodilation	0
vasodilative	0
vasodilator	0
vasomotor	0
vasopressin	0
vasopressor	0
vasosection	0
vasotomy	0
vasovasostomy	0
vasovesiculitis	0
vassal	0
vassalage	0
vast	0
vastly	0
vastness	3.97664
vat	0
vat_color	0
vat_dye	0
vatic	0
vatical	0
vaticinate	0
vaticination	0
vaticinator	0
vaudeville	0
vaudeville_theater	0
vaudeville_theatre	0
vaudevillian	0
vault	0
vault	0
vault_of_heaven	0
vaulted	0
vaulter	0
vaulting	0
vaulting	0
vaulting_horse	0
vaunt	0
vaunt	0.95136
vaunter	0
vauntingly	0
veal	0
veal_cordon_bleu	0
veal_parmesan	0
veal_parmigiana	0
veal_roast	0
veal_scallopini	0
veau	0
vector	0
vector-borne_transmission	0
vector_algebra	0
vector_decomposition	0
vector_product	0
vector_sum	0
vedalia	0
veer	0.31712
veering	0
veery	0
veg	0
vegan	0
vege_out	0
vegetable	0
vegetable_garden	0
vegetable_hummingbird	0
vegetable_ivory	0
vegetable_marrow	0
vegetable_matter	0
vegetable_oil	0
vegetable_oyster	0
vegetable_patch	0
vegetable_sheep	0
vegetable_silk	0
vegetable_soup	0
vegetable_sponge	0
vegetable_tallow	0
vegetable_wax	0
vegetal	0
vegetarian	0
vegetarianism	0
vegetate	0
vegetation	0
vegetational	0
vegetative	0
vegetative_cell	0
vegetive	0
veggie	0
vehemence	0.95136
vehement	0.14311424
vehemently	0
vehicle	0
vehicle-borne_transmission	0
vehicle_traffic	0
vehicular	0
vehicular_traffic	0
veil	0
veil	0.31712
veiled	0
veiled_accusation	0
veiling	0
vein	0
vein	0
vein_of_penis	0
veinal	0
veined	0
veinlike	0
velar	0
velar	0
velar_consonant	0
velcro	0
veld	0
veldt	0
velleity	0
vellicate	0.31712
vellication	0
vellum	0
velocipede	0
velociraptor	0
velocity	0
velodrome	0
velour	0
velours	0
veloute	0
velum	0
velvet	0
velvet	0
velvet-leaf	0
velvet-textured	0
velvet_ant	0
velvet_bean	0
velvet_bent	0
velvet_bent_grass	0
velvet_flower	0
velvet_grass	0
velvet_osier	0
velvet_plant	0
velvet_sumac	0
velvet_worm	0
velveteen	0
velvetleaf	0
velvetweed	0
velvety	0
velvety-furred	0
velvety-haired	0
velvety-plumaged	0
velvety-skinned	0
vena	0
vena_anastomotica	0
vena_angularis	0
vena_appendicularis	0
vena_arcuata_renis	0
vena_auricularis	0
vena_axillaris	0
vena_azygos	0
vena_basalis	0
vena_basilica	0
vena_basivertebralis	0
vena_brachialis	0
vena_brachiocephalica	0
vena_bronchialis	0
vena_bulbi_penis	0
vena_bulbi_vestibuli	0
vena_canaliculi_cochleae	0
vena_cava	0
vena_centrales_retinae	0
vena_centralis_glandulae_suprarenalis	0
vena_cephalica	0
vena_cephalica_accessoria	0
vena_cerebellum	0
vena_cerebri	0
vena_cerebri_anterior	0
vena_cerebri_magna	0
vena_cerebri_media	0
vena_cerebrum_internus	0
vena_cerebrum_superior	0
vena_cervicalis_profunda	0
vena_choroidea	0
vena_circumflexa	0
vena_circumflexa_ilium	0
vena_circumflexus_femoris	0
vena_clitoridis	0
vena_colica	0
vena_comitans	0
vena_cutanea	0
vena_cystica	0
vena_digitalis	0
vena_diploica	0
vena_dorsalis_clitoridis_profunda	0
vena_emissaria	0
vena_epigastrica_inferior	0
vena_epigastrica_superficialis	0
vena_ethmoidalis	0
vena_facialis	0
vena_facialis_anterior	0
vena_femoralis	0
vena_gastrica	0
vena_gastrica-dextra	0
vena_gastrica_sinistra	0
vena_gastroomentalis	0
vena_genus	0
vena_gluteus	0
vena_hemiazygos_accessoria	0
vena_hemizygos	0
vena_hepatica	0
vena_ileocolica	0
vena_iliaca	0
vena_iliolumbalis	0
vena_intercapitalis	0
vena_intercostalis	0
vena_intervertebralis	0
vena_jugularis	0
vena_labialis	0
vena_labialis_inferior	0
vena_labialis_superior	0
vena_lacrimalis	0
vena_laryngea	0
vena_lienalis	0
vena_lingualis	0
vena_lumbalis	0
vena_maxillaris	0
vena_mesenterica	0
vena_metacarpus	0
vena_metatarsus	0
vena_musculophrenica	0
vena_nasalis_externa	0
vena_nasofrontalis	0
vena_obliqua_atrii_sinistri	0
vena_obturatoria	0
vena_occipitalis	0
vena_ophthalmica	0
vena_ovarica	0
vena_palatina	0
vena_paraumbilicalis	0
vena_pectoralis	0
vena_perforantis	0
vena_pericardiaca	0
vena_peroneus	0
vena_pharyngeus	0
vena_phrenica	0
vena_poplitea	0
vena_portae	0
vena_posterior_ventriculi_sinistri	0
vena_profunda_penis	0
vena_pulmanalis_inferior	0
vena_pulmonalis	0
vena_pulmonalis_superior	0
vena_pylorica	0
vena_radialis	0
vena_rectalis	0
vena_renalis	0
vena_retromandibularis	0
vena_sacralis	0
vena_saphena	0
vena_scapularis_dorsalis	0
vena_scrotalis	0
vena_sigmoideus	0
vena_spinalis	0
vena_sternocleidomastoidea	0
vena_stylomastoidea	0
vena_subclavia	0
vena_sublingualis	0
vena_supraorbitalis	0
vena_supratrochlearis	0
vena_temporalis	0
vena_testicularis	0
vena_thoracica	0
vena_thoracoepigastrica	0
vena_thyroidea	0
vena_tibialis	0
vena_trachealis	0
vena_ulnaris	0
vena_umbilicalis	0
vena_vertebralis	0
vena_vertebralis_accessoria	0
vena_vertebralis_anterior	0
vena_vesicalis	0
vena_vestibularis	0
vena_vorticosum	0
venae_centrales_hepatis	0
venae_cerebrum_inferior	0
venae_ciliares	0
venae_conjunctivales	0
venae_dorsales_clitoridis_superficiales	0
venae_dorsales_penis_profunda	0
venae_dorsales_penis_superficiales	0
venae_epigastricae_superiores	0
venae_episclerales	0
venae_esophageae	0
venae_interlobulares_hepatis	0
venae_interlobulares_renis	0
venae_labiales_anteriores	0
venae_labiales_posteriores	0
venae_meningeae	0
venae_palpebrales	0
venae_pancreatica	0
venae_profundae_clitoridis	0
venae_pudendum	0
venae_renis	0
venae_sclerales	0
venal	0
venality	0
venally	0
venation	0
vend	0
vendable	0
vendee	0
vender	0
vendetta	0
vendible	0
vending	0
vending_machine	0
vendition	0
vendor	0
vendue	0
veneer	0
veneer	0
veneering	0
venerability	0
venerable	0
venerableness	0
venerate	2.48832
venerating	0
veneration	-0.31712
venerator	0
venereal	0
venereal_disease	0
venereal_infection	0
venereal_wart	0
venesect	0
venesection	0
vengeance	-2.48832
vengeful	0
vengefully	0
vengefulness	0
venial	0
venial_sin	0
venipuncture	0
venire	0
venire_facias	0
venison	0
venogram	0
venography	0
venom	-5.46496
venomed	0
venomous	0
venomous_lizard	0
venomously	0
venose	0
venous	0
venous_blood	0
venous_blood_system	0
venous_blood_vessel	0
venous_pressure	0
venous_sinus	0
venous_thrombosis	0
vent	0
vent	0
vent-hole	0
ventail	0
vented	0
venter	0
venthole	0
ventilate	0
ventilated	0
ventilating_system	0
ventilation	0
ventilation_shaft	0
ventilation_system	0
ventilator	0
ventilatory	0
venting	0.31712
ventral	0
ventral_fin	0
ventral_horn	0
ventral_placentation	0
ventral_root	0
ventrally	0
ventricle	0
ventricose	0
ventricous	0
ventricular	0
ventricular_aneurysm	0
ventricular_fibrillation	0
ventricular_fold	0
ventricular_septal_defect	0
ventriculus	0
ventriloquism	0
ventriloquist	0
ventriloquist's_dummy	0
ventriloquy	0
venture	0
venture	0
venture_capital	0
venture_capitalism	0
venture_capitalist	0
venturer	0
venturesome	0
venturesomeness	0
venturi	0
venturous	0
venue	0
venula	0
venule	0
veracious	0
veracity	0
veranda	0
verandah	0
verapamil	0
verb	0
verb_phrase	0
verbal	0
verbal_creation	0
verbal_description	0
verbal_expression	0
verbal_intelligence	0
verbal_noun	0
verbalisation	0
verbalise	0
verbalised	0
verbaliser	0
verbalism	0
verbalization	0
verbalize	0
verbalized	0
verbalizer	0
verbally	0
verbatim	0
verbatim	0
verbena	0
verbena_family	0
verbiage	0
verbify	0
verbolatry	0
verbose	0
verbosely	0
verboseness	0
verbosity	0
verboten	0
verd_antique	0
verdancy	0
verdant	0
verde_antique	0
verdict	0
verdigris	0
verdigris	0
verdin	0
verdolagas	0
verdure	0
verge	0
verge	0
verger	0
veridical	0
verifiable	0
verification	2.48832
verificatory	0
verified	0
verifier	0
verify	2.48832
verifying	0
verily	0
verisimilar	0
verisimilitude	0
veritable	0
verity	-0.31712
vermicelli	0
vermicide	0
vermicular	0
vermiculate	0
vermiculate	0
vermiculated	0
vermiculation	0
vermiculite	0
vermiform	0
vermiform_appendix	0
vermiform_process	0
vermifuge	0
vermilion	0
vermilion	0
vermilion	0
vermillion	0
vermillion_flycatcher	0
vermillion_rockfish	0
vermin	0
verminous	0
vermis	0
vermis_cerebelli	0
vermouth	0
vernacular	0
vernacular	0
vernacular_art	0
vernal	0
vernal_equinox	0
vernal_iris	0
vernal_witch_hazel	0
vernation	0
vernier	0
vernier_caliper	0
vernier_micrometer	0
vernier_scale	0
vernix	0
vernix_caseosa	0
vernonia	0
veronal	0
veronica	0
verruca	0
verruca_acuminata	0
verrucose	0
vers_libre	0
versant	0
versatile	0
versatility	2.48832
verse	0
verse	0
verse_form	0
verse_line	0
versed	0
versicle	0
versification	0
versifier	0
versify	0
version	0
verso	0
verst	0
vertebra	0
