aspect term	category	polarity	text
;walk	 location	 positive	It's an easy walk to all sightseeing attractions (five blocks from the waterfront) and there is a free bus in Seattle but we could never figure out how that worked (do some research before you go!!).
;service	 service	 negative	We didn't dine at the hotel, although we heard firsthand that there was one restaurant that was very slow in service (main course took 2 hours).
;null	 hotel	 positive	Would I stay there again, yes
;beach bar	 food	 negative	Beach Bar - very slowBar by Hibiscus Restaurant - very unfriendly and bad set up not guest friendly.
;front desk staff;doormen;breakfast staff	 service service service	 positive positive positive	The front desk staff, the doormen, the breakfast staff, EVERYONE is incredibly friendly and helpful and warm and welcoming.
;decor	 building	 positive	It is a cute place, they have done some fun things with the decor.
;shower;room;staff	 rooms rooms service	 negative positive negative	Upon finding out my shower didn't work, the indifferent staff gave me a new room after only 10 min of arguing, which was nice.
;beds	 hotel	 neutral	This hotel was the only one in our price range that would guarantee separate beds.
;sydney hotel	 hotel	 positive	It was fantastic, and I think we've finally found a Sydney hotel for our regular stays.
;beach	 hotel	 positive	It's really good to be able to walk out the back of the hotel and right onto the beach or onto the beachfront walkway for biking or rollerblading, and it's rare in SoBe unless you're paying top dollar.
;location	 location	 positive	The hotel is in a good location near the train station and within 5-10 minutes walk to the Mercato Centrale and the Duomo.
;dining room area	 rooms	 positive	It had a full Kitchen, dining room area, bedroom with 2 beds and pull out couch.
;hotel	 hotel	 negative	Assault I really liked this hotel in times past and as a travel agent for a very large reputable firm have sent quite a bit of business their way, however was gravely dissapointed by the way in which
;location	 location	 positive	Great location.
;breakfast	 food	 positive	Breakfast was very good, cheese and cold meats, boiled eggs yoghurts, cereals, juice and a wide array of pastries and fresh fruit.
;null	 hotel	 positive	Don't hesitate to stay here unless you are upper class American and only expect the very very best.
;bamboo	 food	 positive	I had a good dinner at Bamboo (japanese) one night but was not able to get in for the rest of my stay.
;null	 hotel	 negative	Not once during our stay were we able to enjoy a hot meal from the buffet.
;clean	 cleanliness	 positive	Clean.
;null	 cleanliness	 negative	They wanted over $300 for 4 days, and we ended up renting at Enterprise for about $125 insurance included ( after driving in Puerto Rico I highly recommend taking there insurance).
;shuttle	 hotel	 positive	Shuttle from airport worked well.
;null	 rooms	 positive	I fell asleep fast and woke up feeling really well rested!
;market	 location	 positive	Pluses: There's a little market across the street that was well-stocked, lots of wine, chips, etc.
;room	 rooms	 neutral	Our room was on the 4th floor, facing the street, we could open the window and look out.
;bed	 rooms	 negative	Another bummer for me was the bed was very soft (albeit spacious and new).
;breakfast	 food	 negative	The breakfast was yukky.
;breakfast;service	 food service	 positive positive	The service was good overall, and breakfast we had was delivered on time and was very tasty.
;parking	 value	 negative	The parking is exorbitant, but drivers dont really have a choice.
;null	 hotel	 positive	In their defense, it's my understanding that parking in San Francisco is uniformly insane.I would definitely stay here again.
;service;staff;desk;null;free;breakfast;null;location	 service service service cleanliness value food rooms location	 positive positive positive positive positive positive positive positive	It was roomy, clean, in a great location; they serve a great selection of breakfast items FREE; and the service we got from the staff at the desk was prompt and very friendly.
;null	 location	 positive	The resort is about 25 minutes away from the airport.
;null	 service	 positive	He was very apologetic and expressed that this had been a problem for a number of guests that day.
;hotel transfer	 value	 neutral	The hotel transfer was an additional $20 per person via the website.
;rum drinks	 food	 positive	Most of the drinks were rum drinks, but you could get other types of drinks on request.
;null	 hotel	 negative	We thought it was really false advertising, since a diversity of restaurants was promised.
;price	 value	 positive	The great price you will get to stay at this resort should make tipping easier for all.
;cleaned;null	 cleanliness hotel	 negative negative	That means certain areas had not been cleaned in over 6 days...AVOID THIS RESORT.
;bathrooms;dining area;couch;wet bar;murphy bed	 rooms rooms rooms rooms rooms	 positive positive positive positive positive	I had two bathrooms, a dining area, couch, wet bar and there is a Murphy bed in the living room so I suppose it would be great for families, or to sell if the place is sold out.
;room	 rooms	 negative	The only thing we found that our room did not have were drawers to keep our clothes in, so we had to live out of our suitcases.
;null;null	 hotel service	 positive positive	Very trendy, but warm and inviting at the same time.
;cocktail;fruit;guacamole	 food food food	 positive positive positive	Cocktail, maybe some fruit or the best guacamole you ever had.
;room service	 service	 positive	When I arrived to the hotel I was very sick and he send medicine to my room as well as room service.
;lawns;gardens	 building building	 positive positive	First thing we noticed were the meticulously landscaped lawns and gardens.
;housecleaning	 cleanliness	 positive	Housecleaning was fantastic!
;parking fee;hollywood blvd	 hotel location	 negative positive	Walkable to Hollywood Blvd, if that's important to you.Minuses: Parking fee.
;waikiki	 hotel	 positive	Good choice for Waikiki
;location;taxis	 location location	 positive positive	I do not know about the location and it did not really matter because taxis are readily available and very inexpensive.
;amsterdam	 hotel	 positive	Retreat in a City of Activity On a recent trip to the city of Amsterdam we came across a hotel that really made our stay a quiet and comfortable one.
;staff	 service	 positive	I just got back from staying at Hotel Vintage Park and their staff is excellent.
;null	 hotel	 neutral	As there were no twins available I had originally booked a standard double in the historic building but was shown to a standard queen room instead.
;null	 rooms	 positive	Big enough and confortable for my husband, daughter and me.
;drinks;casino	 food hotel	 positive positive	Oh yeah, the casino is very nice, and drinks thre are always free (Hold'em tournament every Saturday Night)
;null	 hotel	 positive	I am travelling back to London next year and won't stay anywhere else.
;room;garden view	 rooms rooms	 negative negative	So they move us to another room garden view on the 1st floor, dark and smelling very moldy.
;null	 hotel	 positive	How can you go back to the ranch when you been to Paris, or to be exact the George V Four Seasons Hotel.
;null	 hotel	 neutral	THE MOVING FURNITURE SOUND UNCOVERED, it is the ceiling mounted radio speaker!!
;null;hotel;view	 building hotel hotel	 positive positive positive	Gorgeous Hotel, Amazing View, A Little
;service	 service	 negative	She left a roll of gabage bags on the bathroom sink, I guess that was for me to do.Overall, I did not care for the service that I recieved.
;price	 value	 positive	And the price was very reasonable, considering the quality of the place.
;null	 hotel	 positive	I really do not understand all the negative comments.
;room	 rooms	 neutral	The only little complaint I had was that the room was a corner (#827) and the left and front were all windows so the TV was actually to the right of the bed which made watching in bed difficult.
;bike	 hotel	 negative	We were able to bike all the way to Blue Beach but it took an hour and was difficult since bikes were stuck in low gear.
;rate	 value	 positive	We were offered it at a reduced rate of an additional 鈧?
;odour	 cleanliness	 negative	The room had a very swampy odour when the air conditioning was turned off.
;lobby	 building	 negative	Upon entering, the entire lobby is under construction, so you have to lug your stuff up an escalator to the temporary lobby on the second floor.
;hotels	 hotel	 positive	We have been traveling for the past 15 years to the Carribean and I must say this is one of the nicest hotels we have stayed in.
;meals	 food	 positive	We ate out but I would imagine the meals in the restaurant would have been first class.
;hotel	 hotel	 positive	Wonderful Hotel We stayed at this hotel for two nights to celebrate my birthday, and couldn't have asked for better.
;workout room;elliptical trainers;machines	 building building building	 positive positive positive	The workout room had 2 elliptical trainers as well as a few other machines.
;amsterdam	 hotel	 positive	This was the perfect place to wind down after experiencing all the sights and sounds of Amsterdam.
;room;air conditioner	 rooms rooms	 negative negative	They moved us to another room, this room extremely hot....and the air conditioner did not work.
;located	 location	 positive	It is located on the street parallel to the canal right behind the central train station.
;la carte restaurants	 food	 negative	A la carte restaurants need reservations in advance and if the place is crowded you won't be able to get any reservation during the whole stay.
;room	 rooms	 neutral	My room was not huge but I thought it was pretty good for SF.
;null	 hotel	 positive	Our kids loved the Ritz-kids program which we tried for a day and much to our dismay the kids preferred to be in the program than to visit the island with us.
;null	 location	 neutral	We had a nice view of the bay, although some buildings got in the way.
;location	 location	 positive	The location is superb, the best of New York is at your feet.
;hotel;staff	 hotel service	 positive positive	the hotel, and its staff were brilliant and could not do enough for you.
;reception	 service	 negative	I complained at the Reception and all they did was only noting it down, they did not apology and the matter did not seem to suprise them.
;null	 value	 positive	We paid 118 Euro a night for a double room in this hotel and were pleased.
;null	 rooms	 positive	a space heater is included for the cooll evenings as well.
;window	 rooms	 positive	Room window are large and can be opened for fresh air, and 25% of the rooms have private balconies featuring a small table and two chairs.
;staff	 service	 neutral	He was the most hospitable of all the staff.
;room	 rooms	 positive	The room was massive, and the bathroom was incredible!
;null	 food	 positive	If you could not find anything here to eat, stay home.
;null	 hotel	 positive	Ferrovia is the Grand Canal.
;pool	 hotel	 positive	As this was a quick trip we were not able to enjoy the pool - hopefully we will on our next trip, as we are staying here again next May.To sum it up we had a great stay and look forward to the next one!
;null	 rooms	 negative	Toiletries were below average but that's not a huge consideration for us.
;null	 location	 positive	The hotel is immediately adjacent to the airport and it is perfect for early morning departures!
;rooms	 rooms	 neutral	The rooms are slightly masculine in feel.
;airport;front	 hotel hotel	 positive positive	When I was ready to leave for the airport, I just went to the front and the Downtown Airporter bus pulled right up and took me to the airport for just $10.25 ($17 roundtrip)!
;null	 hotel	 negative	If you have a choice DONT STAY HERE.
;help;advice	 service service	 positive positive	Always ready to help or offer advice.
;null	 value	 positive	Had booked this hotel for a 10-night stay (got a great deal via
;clean;room;doormen;front desk;room attendant;food	 cleanliness rooms service service service food	 positive positive positive positive positive positive	there were always two doormen opening the lobby doors and my car door, offering bottled water for my drive; the front desk walked us to the elevators; the room attendants were dressed nicely and left special touches in the room and the room was very clean - my husband and i took a bath both nights (we never do that); the bath towels are luxurious; the room size and the bathroom size are larger than most; the bed is very comfortable; the hotel is very generous with room amenities; the food at cafe sambal was delicious (azul was closed for renovations).
;null	 building	 positive	The hotel looked very new.
;rooftop terrace	 building	 positive	The rooftop terrace offers a nice view of the city at sunset while enjoying a few evening drinks even in february! I would definately reccommend this hotel and will have no hesitation in staying here again!
;service	 service	 positive	Superlative I was impressed by the service and the comfort that
;paid $53 per night	 value	 negative	I paid $53 per night for the Monarch, it was worth all of $20.
;barcelona	 location	 negative	The rest of Barcelona is really out of reach on foot.
;hotel	 building	 negative	The hotel is very dated and in need of a LOT of work.
;null;gothic center	 hotel location	 positive positive	Right at the Northern end of this legendary boulevard, access to the Gothic center, the best artisan and designer shopping plus the central produce market, is all within a ten-minute walk The hotel was mostly good.
;rooms;bathroom	 rooms rooms	 positive positive	The rooms are very comfortable with a beautifully done separate bathroom.
;pool	 hotel	 positive	This place has it all - great spa casino and pool.
;	 hotel	 negative	WRONG!!!
;new york	 hotel	 positive	Because the Hotel made a great visit to New York even better.
;hotel	 hotel	 positive	Paradise Had a 3 night stopover and must say the hotel was brilliant.
;null;madrid	 hotel location	 positive positive	Little Gem and close to all you want to see in Madrid
;shopping;pricey	 hotel value	 positive neutral	Shopping was a bit pricey compared to shops a half mile away but boy was the stuff nice!!
;food	 food	 neutral	Adequate food, especially if you're not used to 3 or 4-star restaurants and perfer your food to look better than it tastes.
;desk staff	 service	 positive	Desk staff was helpful with questions.
;null	 hotel	 negative	If I had to go to Boston again, I may look elsewhere to stay.
;null;rooms	 cleanliness rooms	 positive positive	I had read reviews on this site that the older smaller rooms were dated and dirty but this was not the case at all.
;null	 service	 negative	One person would bring water, the other appetizers..
;deluxe double room	 rooms	 neutral	I booked a Deluxe Double Room.
;null	 hotel	 positive	My husband and I stayed here during a conference last week and it was alright.
;null	 hotel	 positive	Perfect!
;null	 hotel	 positive	Pleased with stay
;null;null	 hotel service	 positive positive	On the positive side - the Executive Lounge, although a little cramped, offered free drinks and appetizers everynight from 5 - 9pm and the Exec Concierge was very helpful.
;atrium lobby;location	 building location	 positive positive	Beside the location the best thing is the atrium lobby ... very old fashioned, but a great spot! My favorite hotel in Berlin!
;japanese	 food	 positive	I also enjoyed the Japanese where the cook prepared the food in front of you and does a little show off routine.
;spa;staff	 hotel service	 positive positive	I suppose the thing that stood out most to me was the friendliness of the staff; if they weren't genuine, they certainly fooled me and my mate. i loved every aspect of this hotel and i will definitely be back, especially to go to the spa. the spa looks unbelievable and unfortunately, we were on business and did not have the time.
;staff;concierge desk	 service service	 positive positive	Staff was friendly although I often had trouble finding someone at the Concierge desk.
;wet bar;mini bar fridge	 rooms rooms	 positive positive	It also had a wet bar with mini bar fridge under the sink.
;room;bathroom	 rooms rooms	 positive positive	We also appreciated the size of our room and bathroom---larger than what we have experienced elsewhere in Europe at this rate.
;hotel	 hotel	 positive	All in all, a very good tourist hotel.
;eastern germany days	 building	 neutral	The hotel was build in the Eastern Germany Days, but its renovated in most parts.
;spotless;rooms	 cleanliness rooms	 positive positive	We went fully aware that the rooms were small, and yes they were, but spotless and charming.
;turndown service	 service	 positive	Turndown service at night was nice (Ghiradelli chocolate on the pillow, fresh ice, robes laid out), and the doormen and valets were extremely helpful with restaurant suggestions and directions.
;null;breakfast;room	 cleanliness food rooms	 positive positive neutral	The room was average size for amsterdam, the breakfast very nice, usual toast, ham, cheese, jam etc, and the place was very clean.
;null	 hotel	 positive	Definitely the way to go if you're staying here!
;null	 hotel	 negative	Take our advice, stay at home, save your money if this is where you plan to vacation.
;room	 rooms	 negative	it is a very noisy hotel -- do NOT get a room in the upper 20s.
;reservations	 hotel	 positive	Reservations were made via call to Personalities Hotels- all went off without a hitch.
;towels	 rooms	 positive	Fluffy towels.
;reviews	 hotel	 positive	Even after I read this hotel's excellent reviews, it still exceeded my expectations.
;staff;service	 service service	 positive positive	The staff are very attentive and the service was very good.
;hotel	 hotel	 positive	Don't be afraid and Book now.One suggestion to the hotel.
;hotel	 hotel	 positive	We stayed in this hotel for one night in October 2006 and found it to be excellent.
;street noise	 rooms	 negative	But that's really about it.One last note: If street noise will bother you, be sure to ask for a room toward the back.
;mongkok mtr	 location	 positive	Close to the Mongkok MTR so convenient.
;hotel	 hotel	 positive	Brilliant Hotel - would recommend to anyone
;null	 hotel	 negative	Never Again Where do
;breakfasts;room;null	 food rooms service	 positive positive positive	Good clean rooms, breakfasts were more than ample and served well.
;parking	 value	 negative	PARKING: is $43 plus tax per day; watch out!!
;room	 rooms	 negative	There was only one problem which was a little letdown:there was a connecting door to the room next to us and at around4 o麓clock in the morning people were talking so loud, that we could not sleep any longer.
;null	 service	 negative	We ordered pizza one night, and it never came, nor did we see our waiter after ordering d the situation.
;null	 hotel	 positive	We felt very welcome and comfortable right from the beginning.
;pool	 service	 negative	Only neg was no one served drinks at the pool.
;room;double glazing;traffic	 rooms rooms rooms	 negative negative negative	So we are in our new room, no double glazing and god could you here the traffic.
;null	 value	 positive	It was well worth the extra money for the upgrade.
;null	 food	 negative	Awful - and like I mentioned, I'm not picky!
;null	 hotel	 positive	1st class serice from the moment of my arrival until the moment I left.I arrived on Oscar weekend.
;bed spread	 rooms	 negative	No colorful bed spread.
;null	 food	 neutral	ok 鈥?
;null;service lady	 cleanliness service	 positive positive	The service lady who managed the area did a great job of keeping it clean and prepped.
;beach	 hotel	 positive	i got engaged on the beach here and had the time of our lives.
;room	 rooms	 neutral	Our Classic room was a bit small and you might consider upgrading to a larger room if you are staying for very long.
;exterior	 building	 negative	Exterior of hotel is very old and dated...I was worried when we drove up to check in.
;mess	 service	 negative	That place is a mess.
;rooms	 rooms	 positive	The rooms were beautiful, not large, but definitely enough room for two.
;walls;bathroom	 building building	 positive positive	The hotel is really modern but has an old school charm, for example dark oak walls and marble floored bathroom.
;null	 service	 negative	Then on checkout, there was yet another mess.
;manager	 service	 negative	However, what makes me angry is that when I try to contact the manager, Joanna Turmo, she will not take my calls, or return my calls.
;null	 hotel	 negative	At least there you can get good service and a more confortable experience.
;location	 location	 positive	Location could not be better - you're right in the middle of the centre but we were never disturbed by noise since the rooms are sound-proof.I was on a work trip so only managed to check out the rooftop pool once but it was so lovely sitting on the deck with a cocktail.
;null	 rooms	 positive	We actually had a spectacular view of the mountains from a small window in our shower (Rm #12).
;kimberly hotel;location;staff;rooms	 location location service rooms	 positive positive positive positive	The Kimberly Hotel was in a great location, the staff could not be more helpful and the rooms were large enough to accommodate a crabby teenager and mother without any fuss.
;towels	 cleanliness	 negative	I think that towels were just refolded and replaced instead of giving new towels.
;neighborhood	 location	 negative	The neighborhood was a bit scary at first with a few rundown houses and homeless folks, but it wasn't bad at all.
;front desk	 checkin	 positive	We had the front desk call a cab for us on our way out to dinner and were offered the hotel car and driver for our return.
;null	 hotel	 positive	Everything else was extremely positive after that, though.
;breakfast	 food	 negative	Breakfast was also a problem.
;hyatt personnel	 service	 positive	I was in charge of my event and everyone on my staff found the Hyatt personnel to be helpful, cheerful and accommodating.
;breakfast	 food	 neutral	Breakfast was typical hotel fare, not especially exciting, but fresh, varied and plentiful.
;breakfast	 food	 positive	Buffet breakfast is very extensive.
;hotel	 hotel	 positive	wonderful wonderful hotel.
;food;staff	 food service	 positive positive	The staff was friendly and the food was good.
;resturant staff	 service	 negative	Some of the resturant staff rude and obnoxious.
;value	 value	 positive	Bottom line, it is a great value but it does have some significant problems if you are in the wrong room.
;chief concierge	 service	 positive	We were able to watch the festivities from our room as we sipped champagne and celebrated the beginning of 2007.A marvellous hotel with the chief concierge, Farooq, being incredibly helpful and knowledgable.
;room;bay view	 rooms rooms	 positive positive	Our room was a bay view - all fittings were excellent and my wife revelled in the bath.
;cookies;milk;breakfast	 food food food	 negative negative negative	The promised cookies and milk in the evenings did not come as scheduled and the breakfast items were slim.
;room service	 service	 negative	Only problem was with room service close to closing time of restaurant.
;location	 location	 positive	The location was the best.
;butler	 service	 negative	the butler who was a kind of concierge, and was very pushy in getting us to book excursions from which the hotel was clearly making money - this butler often made us very uncomfortable, and was not knowledgeable about Bali and gave us very poor advice which wasted our time and money.
;location	 location	 positive	The room was serviced twice a day which meant when you dropped back to the Hotel (great location 鈥?
;null	 location	 positive	Nothing is too far away.
;breakfast	 food	 negative	Breakfast lackluster.
;westin	 hotel	 positive	I really recommend the Westin.
;manager's reception	 hotel	 neutral	Manager's reception is kind of sad w/ plastic cups instead of glass.
;room	 service	 negative	From 2PM until 4PM, I was told our room would be avaiable in 20 Minutes.
;landfill	 building	 negative	The neighborhood was marginal...must not be far from a landfill-the stink was terrible!
;ocean view	 hotel	 neutral	We originally booked a partial ocean view to save money.
;shampoo	 cleanliness	 negative	The shampoo felt like watered down laundry detergent.
;null	 value	 negative	This giant lot is catty-corner to the hotel and charges $32 a day.
;renovations	 building	 positive	But as soon as you entered you could see the renovations!
;check-in;valet parking	 checkin value	 positive negative	Check-in was a breeze, but the $54/day rate for valet parking was a turn-off.
;burgers;hot dogs	 food food	 positive positive	Also, they offer burgers and hot dogs for lunch for those who need their fix of junk food.- Drinks.
;null	 hotel	 positive	A Fine Establishment!
;hotel	 hotel	 positive	Nice Hotel My family and
;null	 service	 positive	.especially Alex...thank you for everything!!
;staff;concierge	 service service	 positive positive	Most importantly the staff were very friendly and polite and the concierge can't do enough for you.
;null	 hotel	 positive	I would stay here again.
;null	 rooms	 negative	We were on the street side of the hotel, and the street was pretty noisy with people all night long.
;null	 hotel	 positive	Stay here!
;food	 food	 positive	Now my favorite part of course is the food.
;shower area	 rooms	 negative	Shower area was small though and door didn't fit so the floor got wet!
;beds	 rooms	 positive	The beds were extremely comfortable as is the trademark of the Heavenly beds.
;pricier	 value	 positive	It was a little pricier but so worht it if you are into views.
;choice	 hotel	 positive	All in all we were very happy with our choice and recommend it to our friends.
;bathrooms;rooms	 rooms rooms	 neutral neutral	The bathrooms are not the biggest, nor are the rooms, but this is NY, and how much time do you spend in your room anyway?
;hotel	 hotel	 positive	Overall, it was a really good hotel.
;hotel;staff	 hotel service	 positive positive	The hotel and its staff are excellent go and enjoy a fantastic city hotel.
;location;cable cars	 location location	 positive positive	Location is perfect neww the cable cars.
;null	 hotel	 positive	Loved it.
;null	 hotel	 positive	We would definately recommend it.
;concierge;front desk	 checkin checkin	 negative negative	Concierge was never available during the evening and the front desk was too overwhelmed with guests unable to help us at any time.
;null	 hotel	 positive	You cannot go wrong.
;null	 hotel	 negative	We found the lack of available reservations, and the logistics of the reservation system in general (you don't find out if you have a dinner reservation until the afternoon - or evening! -
;beds	 rooms	 negative	My only negative is that the beds were too short.
;hotel	 hotel	 negative	Imagine working a high stress, high liability job....only to go on vacation and deal with same type of people.I DO NOT RECOMEND ANYONE TO STAY AT THIS HOTEL!!!!!!!!
;wolfgang puck	 hotel	 negative	If you want Wolfgang Puck, you should stay home to get it.
;restaurants;staff	 food service	 positive positive	The staff was amazingly helpful, the restaurants were some of the best I've ever been to in my life ANYWHERE!!
;bart	 location	 neutral	We took the Bart from SFO $4.95 each and walked a few blocks to the hotel.
;breakfast;chocolates	 food service	 negative positive	We also received a box of chocolates upon returning to the hotel for the last leg of our trip (a nice touch).I would not recommend having breakfast at the hotel.
;staff	 service	 positive	The hotel staff is among the best to be found in Hawaii.
;service	 service	 negative	We have been to Mexico many times, other areas as well, and have never experienced such horrendous service and apathy.
;social anxiety	 hotel	 neutral	So for most people who are not social anxiety-prone this would not be a problem but instead a plus.
;breakfast;buffet;charge	 food food value	 positive positive positive	I recommend adding the breakfast to the room charge, the buffet is varied and an excellent value.
;mirrors	 rooms	 positive	The mirrors even made you look better!
;null;null	 checkin value	 positive positive	It was easy to find, parking for free is a bonus and boy oh boy was Versa a wealth of information!
;room;laundry;laundry request	 cleanliness value service	 positive neutral positive	The room was clean, laundry request was excellent but expensive.
;walking distance	 location	 positive	You are in walking distance (minutes) to Bourbon Street, Canal Street, and the French Market.
;expensive;staff	 value service	 negative positive	Staff were helpful but the breakfasts were a bit expensive.
;service;staff	 service service	 positive positive	Service at the Ritz-Carlton has always been excellent and this stay the staff were at their best.
;breakfast	 food	 positive	I will just list the good and bad (good first);Breakfast was good, lots of choices.
;null	 rooms	 positive	I did not notice traffic sounds during our stay, but I also sleep like the dead so it鈥檚 no surprise.
;noise	 rooms	 negative	In theory that's not a problem, but the reality was the noise from the street was pretty bad.
;null	 cleanliness	 negative	Very nice touch.......until I went into the bathroom and found it infested with ants.
;rates	 business	 positive	I'll certainly check rates at this and other hotels under same ownership.
;room	 rooms	 negative	The room was very noisy.
;null;reception	 building checkin	 positive positive	Very nice reception.
;null	 hotel	 positive	Not bad Stayed here because we were going to a concert at the Amsterdam
;amenities;services	 building building	 positive positive	I have to say it's amenities and services were great.
;null	 hotel	 positive	Would happily recommend.
;outlets	 rooms	 negative	My daughter said there were not enough outlets in the room for all the electronic appurtenances we travel with: two cell phone, pda and iPod chargers, curling iron etc.
;null	 service	 negative	We are unsure, at times, if ANYONE was managing the resort.
;null	 hotel	 positive	Pretty Nice!
;food;breakfast	 food food	 positive positive	The quality of food and service at the breakfast room was fantastic.
;buffet restaurant	 food	 neutral	There is a third buffet restaurant but it is in the Vera Club section (Italian folks) and I'm not even sure if we were allowed there, although we did not try.
;hotel	 hotel	 neutral	After much research and reading of reviews on this site, I chose this hotel.
;moma around the corner	 location	 positive	The MOMA around the corner and of course, Dave's Bar on 3rd...best beer deals in town; always has the game on and a great Juke box!
;pineapples	 food	 negative	The pineapples tasted nothing like the delicious pineapples we had in Kauai the week before.
;location	 location	 positive	The location is perfect.
;furniture	 rooms	 negative	Furniture was old and shows the wear and tear.
;null	 hotel	 neutral	a tale of good and bad
;time	 hotel	 positive	From the time we checked to the time you check out it's sooo amazing.
;	 rooms	 negative	I was first given room #1, very dark and damp, had a basement feel since it was on the ground floor half buried in dirt.
;ironing board;iron;hairdryer	 rooms rooms rooms	 positive positive positive	They have an ironing board, iron, and hairdryer in each room and many things you can request from the front.
;room service	 service	 positive	Room service during both stays was excellent.
;cleaned;null	 cleanliness service	 negative negative	2 days went by where our room was not even cleaned at all, no new towels, nothing.
;front desk	 service	 negative	We asked at front desk and then said they would send someone up in 10 minutes, over 1 hour later no sign so we asked to move rooms.
;food	 food	 positive	We only ate at Passions and the food was soo good.
;null	 hotel	 positive	Stay there and enjoy, we did.
;smell	 food	 negative	Problem is, the fishy smell overpowered the lounge, and the elevator landing outside.
;view;water	 rooms rooms	 positive positive	I was on the 38th floor and had a great view of downtown and the water.
;rooms	 rooms	 positive	They were dark since they were in the back with no view at all but the size of the rooms were amazing.
;null	 hotel	 neutral	Just remember to GO EARLY.
;null	 hotel	 positive	DVD with movies to borrow nice after a full day of sightseeing.
;room;bed;e-mail request	 rooms rooms service	 positive positive positive	I booked a room with a single queen bed through Cheap Tickets and was happy with Diva's responsiveness to my e-mail request to give us two beds ( they gave us a room with a king and the Murphy bed, both very comfortable).
;shopping areas	 location	 positive	City, shopping areas, Beihao park etc .
;pools	 hotel	 negative	The pools are closed for repair.
;beds	 rooms	 positive	Beds extremely comfortable.
;breakfast;room delivery	 food service	 positive positive	One absolute positive - the breakfast is fantastic - and free room delivery is well worth it!Overall, I think it just doesn't stack up with other 5 star hotels - the comparison to the Oberoi Seminyak is laughable - now that really is worth it!
;hotel;location	 hotel location	 positive positive	Great Hotel in Good Location
;null	 service	 positive	We found this to be the case in a very special way.
;clean;breakfast;bath robe;slippers;staff	 cleanliness food rooms rooms service	 positive negative positive positive positive	The second period was spent in a standard room which was also large, clean and with many extras - slippers , bath robe , hairdryer etc.The staff were very helpful and the only thing I did not like was the breakfast which is optional.
;staff	 service	 neutral	The hotel itself was interesting since it is 'round', the staff were polite but the hotel itself is understaffed.
;staff	 service	 positive	All in all, c is a first rate hotel, with a caring and dedicated staff who went out of their way to make us comfortable and happy.
;room	 rooms	 negative	The bedding situation consisted of two twin size beds that we tried to put together but, one was higher than the other, some way to consummate a marriage?
;hotel	 hotel	 positive	Excellent family-run hotel
;hotel	 hotel	 positive	I highly recommend this hotel and would love to stay there again!
;trader joe's market	 location	 positive	There is even a Trader Joe's market nearby and we got some microwaveable stuff for dinner one night and saved a TON of money.
;room	 rooms	 positive	We had a room facing Magazine street which had 18ft ceilings and windows to match - beautiful.
;lunch	 food	 positive	We never had lunch there, but I'm sure it was good also.
;value	 value	 positive	Final note, FOR THE MONEY ($159/nt) and the fact that it's right across the road from the main beach, it's a decent value for a nice location.
;furnishing and fittings	 rooms	 neutral	The furnishings and fittings are still in good condition.
;hotel	 hotel	 positive	Coolest Hotel on the Planet
;views;staff;rooms	 location service rooms	 positive positive positive	Perfect rooms, wonderful views, attentive staff and San Francisco.
;wyndham boston	 hotel	 positive	I spent 11 nights in the Wyndham Boston, and found it to be an excellent hotel.
;room	 rooms	 negative	Because of the large amounts of water, my room flooded, as did many others.
;hotel;la rambles	 hotel location	 positive positive	Excellent Hotel Lovely hotel,quiet location just off la Ramblas.
;atmosphere	 hotel	 negative	But the atmosphere is soul-less.
;breakfast buffet	 food	 positive	The breakfast buffet was among the best of the sixteen hotels we encountered on our tour and as it is located on the ground floor, right on the street, feels like a proper caf茅.
;resort	 location	 negative	If you need to get out and roam, this is not the resort for you, as you are miles away from anything, however there is so much to do right there at the resort I can't imagine why you would need to go anywhere.
;room;mold	 rooms rooms	 negative negative	We arrived in our room and even though the hotel is smoke-free, I began wheezing from the mold.
;attractions	 location	 positive	Many attractions are also accessible just by walking.
;null	 hotel	 positive	Pleasantly surprised!
;beach chairs	 hotel	 positive	They also rent beach chairs, coolers and beach towels.
;bedroom	 rooms	 positive	Oh by the way, bedrooms have a free pillow menu!
;breakfast	 food	 positive	Breakfast was large and wonderful.
;hotel;null	 building cleanliness	 positive positive	The hotel was extremely clean and well kept.
;null	 hotel	 positive	We did not want to leave.
;hotel;bedding;furniture;staff	 hotel rooms rooms service	 positive positive positive positive	If you are looking for a smaller intimate hotel with excellent quality bedding and furniture and a warm, welcoming staff, this is the place for you.
;staff;service	 service service	 positive positive	The Staff was great and so was the service.
;breakfast;eggs;pastries	 food food food	 positive positive positive	Breakfast was on until 11 every morning and had a great selection from scrambled eggs to pastries.
;hotel;rooms	 hotel rooms	 positive positive	The hotel is lovely - all rooms have balconies and we chose the Executive Suite - lots of space and a lovely bathroom.
;bed	 rooms	 positive	That bed was AWESOME!!
;null	 hotel	 positive	Aalders was an home coming experience!!!
;null	 value	 positive	For 拢168 quid two adults three nights B and B you cannot be robbed!
;stay;staff	 hotel service	 positive positive	Wonderful stay, wonderful staff
;iron	 rooms	 negative	The only thing I did not like was the absence of an iron in the room.
;breakfast;hotel	 food hotel	 negative negative	The hotel doesn't have a shuttle so the only other option was a cab which is about $30.The hotel restaurant is adequate but for a really great breakfast walk a block to the Mayflower Park Hotel (pricey but fabulous).
